Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Temple of Plenty,FDN,Foundations,703,normal,rare,1,100624,69762774-c8e1-42de-90b3-5a4d50f5d84d,0.22,false,false,near_mint,en,USD
Temple of Silence,FDN,Foundations,704,normal,rare,1,100409,408ad759-052a-4949-9adf-7541cb2ef77e,0.2,false,false,near_mint,en,USD
Temple of Triumph,FDN,Foundations,705,normal,rare,1,101171,d2f58450-838d-4404-a68f-159e82b0e58d,0.18,false,false,near_mint,en,USD
Wilt-Leaf Liege,FDN,Foundations,668,normal,rare,1,100479,4d383bbf-6bb1-4c2c-899b-65d8df9d0889,1.05,false,false,near_mint,en,USD
Boros Guildgate,FDN,Foundations,684,normal,common,1,100402,3e3c74ea-40e9-4ad9-a491-c208403b68ad,0.13,false,false,near_mint,en,USD
Irascible Wolverine,OTJ,Outlaws of Thunder Junction,130,normal,common,1,93112,324c0af5-7cdf-4c71-84cc-6349f10e0d66,0.04,false,false,near_mint,en,USD
Chromatic Lantern,OTC,Outlaws of Thunder Junction Commander,255,normal,rare,1,93743,8f6448b1-ffc7-43f0-b713-881016ce9485,2.3,false,false,near_mint,en,USD
Marshal's Anthem,OTC,Outlaws of Thunder Junction Commander,82,normal,rare,1,93709,7c84cbf6-cab0-4b53-ab60-470ade5c3654,0.13,false,false,near_mint,en,USD
Lightning Helix,MKM,Murders at Karlov Manor,218,normal,uncommon,1,90820,4101e3fe-b0e7-4f0f-b9ac-9b61a4d628b3,0.16,false,false,near_mint,en,USD
Decisive Denial,OTP,Breaking News,42,foil,uncommon,1,93164,54ee0802-62c1-46ac-907e-82ace59fbddb,0.18,false,false,near_mint,en,USD
Sower of Chaos,FDN,Foundations,95,normal,common,1,101556,7ff50606-491c-4946-8d03-719b01cfad77,0.04,false,false,near_mint,en,USD
Wreck Remover,DFT,Aetherdrift,247,normal,common,1,103318,e3151960-cc0c-47b5-b476-295d7a17ae14,0.03,false,false,near_mint,en,USD
"Bruse Tarl, Roving Rancher",OTJ,Outlaws of Thunder Junction,350,foil,rare,1,93027,026257bf-f4e7-45f8-9c93-7248f201c583,0.31,false,false,near_mint,en,USD
Erudite Wizard,FDN,Foundations,37,normal,common,1,100835,9273c417-0fcd-4273-b24e-afff76336d0c,0.06,false,false,near_mint,en,USD
Dazzling Angel,FDN,Foundations,9,normal,common,1,101468,027dc444-e544-4693-8653-3dcdda530162,0.11,false,false,near_mint,en,USD
"Kangee, Sky Warden",SCD,Starter Commander Decks,234,normal,uncommon,1,77290,2f146425-749c-47f1-ae79-1c6cb113f425,0.21,false,false,near_mint,en,USD
Scute Swarm,OTC,Outlaws of Thunder Junction Commander,205,normal,rare,1,93569,373f199d-f1a6-4a3d-ac83-28741131f313,2.92,false,false,near_mint,en,USD
Descend upon the Sinful,OTC,Outlaws of Thunder Junction Commander,80,normal,mythic,1,93719,83245e11-a020-4d81-9d83-e1505f1d125e,0.17,false,false,near_mint,en,USD
"Omnath, Locus of Rage",OTC,Outlaws of Thunder Junction Commander,236,normal,mythic,1,93763,9a0a9d3f-cd75-419b-840f-88b468f71f4a,1.39,false,false,near_mint,en,USD
Sun Titan,OTC,Outlaws of Thunder Junction Commander,87,normal,mythic,1,93796,aa8e16fa-30f8-40ac-965d-3d0776dc8f74,0.28,false,false,near_mint,en,USD
Avishkar Raceway,DFT,Aetherdrift,249,normal,common,1,102894,08a6b378-c7fa-4226-a310-4ee7e550b4d6,0.06,false,false,near_mint,en,USD
Maximum Overdrive,DFT,Aetherdrift,96,normal,common,1,103513,5f6e5bb2-cfe9-48e5-86f9-e21f3d328327,0.05,false,false,near_mint,en,USD
"Yuma, Proud Protector",OTC,Outlaws of Thunder Junction Commander,4,foil,mythic,1,93509,18df72be-07d2-4412-b36d-a45119763db3,0.28,false,false,near_mint,en,USD
Lightning Strike,DFT,Aetherdrift,136,normal,common,1,103461,30077b49-b825-4dbb-a0c7-f3992f647df0,0.06,false,false,near_mint,en,USD
Case of the Crimson Pulse,MKM,Murders at Karlov Manor,114,normal,rare,1,91157,bb18b1de-bc08-4522-b891-6117a8271534,0.25,false,false,near_mint,en,USD
"Kirri, Talented Sprout",OTC,Outlaws of Thunder Junction Commander,7,foil,mythic,1,93531,22cc9c49-54d7-4989-8d7d-651b17b84b4e,0.21,false,false,near_mint,en,USD
Undergrowth Recon,MKM,Murders at Karlov Manor,181,normal,mythic,1,90846,4b8a22b8-368f-41e4-8d49-432c6c2ed11e,1.45,false,false,near_mint,en,USD
Faerie Snoop,MKM,Murders at Karlov Manor,203,foil,common,1,90707,20267dab-8898-4b44-8ef4-8a239967662c,0.07,false,false,near_mint,en,USD
Holy Cow,OTJ,Outlaws of Thunder Junction,16,normal,common,1,93261,90de84c9-941b-4056-8501-ce8a948b9643,0.1,false,false,near_mint,en,USD
Harrow,OTC,Outlaws of Thunder Junction Commander,194,normal,common,1,93888,db4ea599-e9ee-4776-925e-921b8602d503,0.66,false,false,near_mint,en,USD
Ramunap Ruins,OTC,Outlaws of Thunder Junction Commander,311,normal,uncommon,1,93694,727beb1f-1445-4398-970c-e31819d54bc6,0.28,false,false,near_mint,en,USD
Eccentric Farmer,OTC,Outlaws of Thunder Junction Commander,190,normal,common,1,93759,9867f90d-9c1e-4976-a152-f038ce8dddae,0.06,false,false,near_mint,en,USD
Electric Revelation,OTC,Outlaws of Thunder Junction Commander,163,normal,common,1,93864,d06023c5-8cb8-4d67-bba6-8dd5201a25dd,0.1,false,false,near_mint,en,USD
Vengeful Tracker,MKM,Murders at Karlov Manor,147,normal,uncommon,1,91086,a247c9a0-0c65-47bc-92fd-bebe95cd35a3,0.09,false,false,near_mint,en,USD
Living Conundrum,MKM,Murders at Karlov Manor,63,normal,uncommon,1,91065,97fb11c7-7b7f-4bdb-a022-53e28ebadecc,0.03,false,false,near_mint,en,USD
Pick Your Poison,MKM,Murders at Karlov Manor,170,normal,common,1,91312,f58cfb23-4d99-4133-bf4b-d7e7c7d17cea,0.24,false,false,near_mint,en,USD
Airtight Alibi,MKM,Murders at Karlov Manor,149,normal,common,1,91173,bffbbe21-0a1d-48b9-903e-81c109aa11de,0.02,false,false,near_mint,en,USD
Unscrupulous Agent,MKM,Murders at Karlov Manor,109,normal,common,1,90789,37692f9a-3825-43aa-aacb-1bb92cb5bd07,0.05,false,false,near_mint,en,USD
Seasoned Consultant,MKM,Murders at Karlov Manor,33,normal,common,1,91175,c0ebfe5d-8819-495d-bf72-b9c28c6fd23e,0.02,false,false,near_mint,en,USD
Painted Bluffs,OTC,Outlaws of Thunder Junction Commander,309,normal,common,1,93941,f7ed919b-95ff-40fe-8f53-5d462c5d0205,0.16,false,false,near_mint,en,USD
Red Herring,MKM,Murders at Karlov Manor,142,normal,common,1,90942,6c137a44-9ab6-4e59-8324-34d9dca8f5a6,0.04,false,false,near_mint,en,USD
Granite Witness,MKM,Murders at Karlov Manor,206,normal,common,1,91235,daee9d98-f8c6-4980-8f23-c6c636b69430,0.04,false,false,near_mint,en,USD
Bristling Backwoods,OTJ,Outlaws of Thunder Junction,253,normal,common,2,93365,d61dfeb7-7f6b-4601-8396-2cbb98165489,0.16,false,false,near_mint,en,USD
Heartless Pillage,OTP,Breaking News,14,normal,uncommon,1,93355,d06a1a70-aa26-4178-8486-e0a25c907cdb,0.08,false,false,near_mint,en,USD
Djinn of Fool's Fall,OTJ,Outlaws of Thunder Junction,43,foil,common,1,93146,48bfc6af-c651-485e-a1cc-f9d00aeaf812,0.04,false,false,near_mint,en,USD
Legion Extruder,BIG,The Big Score,12,normal,mythic,1,93645,5a077de0-1893-40d0-a499-ee2e6e2258f1,1.43,false,false,near_mint,en,USD
Island,MKM,Murders at Karlov Manor,273,normal,common,1,91340,fe5f01e9-f85f-41e8-9527-88f76e7bfc02,0.27,false,false,near_mint,en,USD
"Kambal, Profiteering Mayor",OTJ,Outlaws of Thunder Junction,211,normal,rare,1,93362,d53a775d-5898-41a8-b404-9b7d4721c6ba,2.95,false,false,near_mint,en,USD
Redrock Sentinel,OTJ,Outlaws of Thunder Junction,247,normal,uncommon,1,93256,8eb98381-8418-4dfd-b7d1-4353570e611b,0.06,false,false,near_mint,en,USD
Slickshot Lockpicker,OTJ,Outlaws of Thunder Junction,67,normal,uncommon,1,93048,109a9464-ce30-4747-874e-3bbf75913081,0.08,false,false,near_mint,en,USD
Failed Fording,OTJ,Outlaws of Thunder Junction,47,normal,common,1,93188,62bbe11b-e959-4080-98ac-09bd57519c00,0.04,false,false,near_mint,en,USD
Outlaw Medic,OTJ,Outlaws of Thunder Junction,23,normal,common,1,93107,2feaa51e-47fb-4849-b420-ee7278f3489a,0.1,false,false,near_mint,en,USD
Savannah Lions,FDN,Foundations,146,foil,uncommon,1,97184,9c9ac1bc-cdf3-4fa6-8319-a7ea164e9e47,0.12,false,false,near_mint,en,USD
"Koma, World-Eater",FDN,Foundations,121,normal,rare,1,101102,c3b92caa-3401-4b11-9515-152f3e057c05,0.58,false,false,near_mint,en,USD
Aetherize,FDN,Foundations,151,normal,uncommon,1,100225,1e5530fc-0291-4a17-b048-c5d24e6f51d8,0.29,false,false,near_mint,en,USD
Desert's Due,OTJ,Outlaws of Thunder Junction,85,normal,common,1,93119,35e899e4-e2de-44cf-b6f4-cace8d3770cb,0.04,false,false,near_mint,en,USD
Giant Beaver,OTJ,Outlaws of Thunder Junction,165,normal,common,1,93263,919826a9-c427-42c6-8885-a87f0b6d2192,0.05,false,false,near_mint,en,USD
Forest,FDN,Foundations,281,normal,common,9,100973,ab8affbb-d2a2-436b-bbc2-9e8b6cf0d2c4,0.08,false,false,near_mint,en,USD
Needletooth Pack,FDN,Foundations,108,normal,uncommon,2,100868,993c1679-e02b-44f2-b34e-12fd6b5142e9,0.1,false,false,near_mint,en,USD
Dismal Backwater,DFT,Aetherdrift,254,normal,common,1,103357,f20aef3f-79f6-4357-8631-1d141f437def,0.07,false,false,near_mint,en,USD
Spell Pierce,DFT,Aetherdrift,64,foil,uncommon,1,103568,8dd4374f-0301-4b2e-bc99-2cd19568cb3b,0.26,false,false,near_mint,en,USD
Rocky Roads,DFT,Aetherdrift,261,normal,uncommon,1,103095,6f0d4e8a-aab5-458e-bc0e-2b6b0054646a,0.05,false,false,near_mint,en,USD
Valor's Flagship,DFT,Aetherdrift,35,normal,mythic,1,103157,8af1dddf-6c95-448b-acc8-df5a99202e9a,0.47,false,false,near_mint,en,USD
Rangers' Refueler,DFT,Aetherdrift,55,normal,uncommon,1,103086,67d2d713-8acb-4e3d-bd1d-0416fe9b9ef6,0.04,false,false,near_mint,en,USD
Earthrumbler,DFT,Aetherdrift,160,normal,uncommon,1,100068,ee386cd0-934a-4b33-9db3-0a9033ab577e,0.09,false,false,near_mint,en,USD
Frontier Seeker,OTJ,Outlaws of Thunder Junction,13,normal,uncommon,1,93267,9368cc76-bee5-4b46-a309-981106c3addf,0.06,false,false,near_mint,en,USD
Back on Track,DFT,Aetherdrift,76,normal,uncommon,1,103150,884c0032-9c62-4028-a55f-6a3da2545654,0.04,false,false,near_mint,en,USD
Brightfield Glider,DFT,Aetherdrift,4,normal,common,1,103128,7eb819eb-ba5c-4449-87b5-3894380558bc,0.03,false,false,near_mint,en,USD
Skystreak Engineer,DFT,Aetherdrift,61,normal,common,1,103511,5bc9c501-098d-4560-9826-329b05689e0f,0.02,false,false,near_mint,en,USD
Silken Strength,DFT,Aetherdrift,180,normal,common,1,103634,ce0e1ded-9b00-4d7b-884c-70a429783b1f,0.05,false,false,near_mint,en,USD
Sheltered Thicket,OTC,Outlaws of Thunder Junction Commander,319,normal,rare,1,93641,57d81f54-adc2-4442-88cf-3ae438ffd1a4,0.15,false,false,near_mint,en,USD
Scavenger Grounds,OTC,Outlaws of Thunder Junction Commander,316,normal,rare,1,93689,707d733d-2928-4215-91d2-1340fc9ee903,0.38,false,false,near_mint,en,USD
Cactus Preserve,OTC,Outlaws of Thunder Junction Commander,40,normal,rare,1,93808,ad9d426f-5870-42bb-a589-9218f7e35d62,1.31,false,false,near_mint,en,USD
They Went This Way,MKM,Murders at Karlov Manor,178,normal,common,1,91307,f4a31d4a-34bc-46b4-b20f-a5460191b35d,0.04,false,false,near_mint,en,USD
Cloudbound Moogle,FIN,Final Fantasy,11,normal,common,2,106283,7387bca7-f496-45da-a0ac-6be049303a8f,0.07,false,false,near_mint,en,USD
Sahagin,FIN,Final Fantasy,71,normal,common,1,106276,516940c7-c271-4f64-af75-c7ba98548382,0.07,false,false,near_mint,en,USD
Il Mheg Pixie,FIN,Final Fantasy,57,normal,uncommon,3,106629,ae612312-3a8e-495f-8730-deaaf7505ca1,0.06,false,false,near_mint,en,USD
Dreams of Laguna,FIN,Final Fantasy,50,normal,common,2,106292,ba752243-2727-4b8a-8e21-e70becfd4ff3,0.05,false,false,near_mint,en,USD
Relm's Sketching,FIN,Final Fantasy,67,normal,uncommon,1,106345,6aedac12-3714-4a81-bd4d-1d2555c66f78,0.2,false,false,near_mint,en,USD
"Ultimecia, Temporal Threat",FIN,Final Fantasy,556,normal,rare,1,106130,b64e4475-f1c6-4d85-b42f-6d84d06855bb,1.13,false,false,near_mint,en,USD
Magitek Scythe,FIN,Final Fantasy,562,normal,rare,1,106027,8b691d42-3498-4d47-9a46-f7c376df8886,0.54,false,false,near_mint,en,USD
White Auracite,FIN,Final Fantasy,41,normal,common,2,105873,2df6f515-9d21-4769-b1c4-c219611bccbb,0.07,false,false,near_mint,en,USD
Ultima Weapon,FIN,Final Fantasy,563,normal,rare,1,106135,b9162d08-a6ba-4e6e-b82c-9b092bd781dd,9.79,false,false,near_mint,en,USD
Slash of Light,FIN,Final Fantasy,32,normal,common,2,106662,da6d9529-3cb0-4adc-8209-b9b02db3bf54,0.04,false,false,near_mint,en,USD
Dragoon's Lance,FIN,Final Fantasy,17,normal,uncommon,1,105671,96630531-8eb7-4e3e-8d63-60c562a5571b,0.11,false,false,near_mint,en,USD
Fate of the Sun-Cryst,FIN,Final Fantasy,19,normal,common,2,106287,900cdf11-b42e-4dcc-97c3-2e4d8e406a70,0.04,false,false,near_mint,en,USD
Dismal Backwater,FDN,Foundations,261,normal,common,2,101220,dbb0df36-8467-4a41-8e1c-6c3584d4fd10,0.06,false,false,near_mint,en,USD
Scoured Barrens,FDN,Foundations,266,normal,common,2,100277,2632a4b2-9ca6-4b67-9a99-14f52ad3dc41,0.1,false,false,near_mint,en,USD
Blossoming Sands,FDN,Foundations,260,normal,common,2,100364,37676ed8-588c-4bca-8065-874b74d84807,0.1,false,false,near_mint,en,USD
Rugged Highlands,FDN,Foundations,265,normal,common,3,101400,fd6eaf8e-8881-4d7b-bafc-75e4ca5cbef6,0.08,false,false,near_mint,en,USD
Bloodfell Caves,FDN,Foundations,259,normal,common,3,100806,8b90dc92-cb66-41d9-89f9-2b6e3cfc8082,0.08,false,false,near_mint,en,USD
Wind-Scarred Crag,FDN,Foundations,271,normal,common,2,100684,759e99df-11a8-4aee-b6bc-344e84e10d94,0.06,false,false,near_mint,en,USD
Valorous Stance,OTC,Outlaws of Thunder Junction Commander,88,normal,uncommon,1,93925,f161ad98-877f-4833-a6a1-c15ee3e8ca87,0.1,false,false,near_mint,en,USD
Vengeful Regrowth,OTC,Outlaws of Thunder Junction Commander,35,normal,rare,1,93853,cccb3db6-6ab2-4ce9-beaa-99b352116676,0.19,false,false,near_mint,en,USD
Springbloom Druid,OTC,Outlaws of Thunder Junction Commander,208,normal,common,1,93773,a17e90a6-bc3d-47d3-8133-7b1028fbd82e,0.41,false,false,near_mint,en,USD
Avenger of Zendikar,OTC,Outlaws of Thunder Junction Commander,187,normal,mythic,1,93857,cdddf3ca-e378-44cc-83b7-d7917d9cba53,1.07,false,false,near_mint,en,USD
"Hazezon, Shaper of Sand",OTC,Outlaws of Thunder Junction Commander,229,normal,rare,1,93570,37dd84b4-0b8d-4303-8405-45e2c144f691,0.17,false,false,near_mint,en,USD
Perennial Behemoth,OTC,Outlaws of Thunder Junction Commander,262,normal,rare,1,93665,61eac235-faf7-4e4c-94a9-9a5a041c4701,0.34,false,false,near_mint,en,USD
Return of the Wildspeaker,OTC,Outlaws of Thunder Junction Commander,203,normal,rare,1,93559,2f4e0dac-e0e7-4557-9357-d4df96ed89d7,0.8,false,false,near_mint,en,USD
"Titania, Protector of Argoth",OTC,Outlaws of Thunder Junction Commander,210,normal,mythic,1,93822,ba7c2249-878b-428a-8670-005c6fbcb516,0.81,false,false,near_mint,en,USD
Ancient Greenwarden,OTC,Outlaws of Thunder Junction Commander,186,normal,mythic,1,93492,12a0bf5c-a165-48f1-9a57-3a7cc9f3b0f9,9.08,false,false,near_mint,en,USD
Sevinne's Reclamation,OTC,Outlaws of Thunder Junction Commander,86,normal,rare,1,93817,b61aed9d-81dd-4efc-8769-8307b587289e,0.35,false,false,near_mint,en,USD
Turntimber Sower,OTC,Outlaws of Thunder Junction Commander,211,normal,rare,1,93488,11bdff1d-4542-4c71-af00-731d6651b492,0.24,false,false,near_mint,en,USD
Nesting Dragon,OTC,Outlaws of Thunder Junction Commander,176,normal,rare,1,93638,571e3136-e4f3-412b-bfd4-0eb06d3d723f,0.39,false,false,near_mint,en,USD
World Shaper,OTC,Outlaws of Thunder Junction Commander,214,normal,rare,1,93852,cc765da4-4bca-4250-80e4-05575d6fa98c,3.42,false,false,near_mint,en,USD
Scattered Groves,OTC,Outlaws of Thunder Junction Commander,315,normal,rare,1,93467,0834b6e2-7a92-4767-8aca-9ec8961cd33e,0.22,false,false,near_mint,en,USD
Ramunap Excavator,OTC,Outlaws of Thunder Junction Commander,202,normal,rare,1,93585,3f8a0a0e-81f7-40a2-b393-bdc1423549f6,2.38,false,false,near_mint,en,USD
Oracle of Mul Daya,OTC,Outlaws of Thunder Junction Commander,200,normal,rare,1,93498,152fffbe-422b-47f6-9da2-a5caff76ab18,6.79,false,false,near_mint,en,USD
Hour of Promise,OTC,Outlaws of Thunder Junction Commander,195,normal,rare,1,93677,6a40ae96-60a7-465f-b6d9-87e1e952dcf0,0.16,false,false,near_mint,en,USD
Nantuko Cultivator,OTC,Outlaws of Thunder Junction Commander,198,normal,uncommon,1,93843,c6e02dbb-4cbb-469a-a377-c856625f956f,0.06,false,false,near_mint,en,USD
Thrilling Discovery,OTC,Outlaws of Thunder Junction Commander,245,normal,common,1,93491,1278b2ef-6c11-4892-9388-833f67bcc858,0.14,false,false,near_mint,en,USD
Arcane Signet,OTC,Outlaws of Thunder Junction Commander,252,normal,common,1,93553,2bfeb9dc-0bf7-4f19-9714-b14114e4627f,0.44,false,false,near_mint,en,USD
Elvish Rejuvenator,OTC,Outlaws of Thunder Junction Commander,191,normal,common,1,93457,03ef5cff-2e2b-4096-8310-4c5aabcb0eac,0.1,false,false,near_mint,en,USD
Desert of the True,OTC,Outlaws of Thunder Junction Commander,286,normal,common,1,93740,8d8c5284-7f56-46e5-8226-1e5cedf2aeb9,0.15,false,false,near_mint,en,USD
Magmatic Insight,OTC,Outlaws of Thunder Junction Commander,173,normal,uncommon,1,93761,991ea0b7-0368-4e21-b941-ec5c7103798f,0.12,false,false,near_mint,en,USD
Forest,OTJ,Outlaws of Thunder Junction,285,normal,common,4,93890,dc20a07e-5f92-49c2-9c97-d5eda536d3f6,0.08,false,false,near_mint,en,USD
Mountain,OTJ,Outlaws of Thunder Junction,284,normal,common,2,93529,2237ee9b-fff6-472c-903c-11faf9bb116d,0.08,false,false,near_mint,en,USD
Plains,OTJ,Outlaws of Thunder Junction,277,normal,common,3,93687,6f501773-1b39-4a4c-9b45-a950385c9e82,0.07,false,false,near_mint,en,USD
Scaretiller,OTC,Outlaws of Thunder Junction Commander,266,normal,common,1,93535,23eb0fce-2e69-4280-8ee3-85736765fbbd,0.09,false,false,near_mint,en,USD
Abraded Bluffs,OTJ,Outlaws of Thunder Junction,251,normal,common,1,93074,19e96521-b4ce-4a36-a887-200e05ccc804,0.24,false,false,near_mint,en,USD
Creosote Heath,OTJ,Outlaws of Thunder Junction,255,normal,common,1,93339,c5523dac-7aa0-4486-89c8-3b22a1411f26,0.19,false,false,near_mint,en,USD
Angel of the Ruins,OTC,Outlaws of Thunder Junction Commander,78,normal,uncommon,1,93675,69745222-fc57-4c9d-b48e-15d20800f3bd,0.13,false,false,near_mint,en,USD
Wreck and Rebuild,OTC,Outlaws of Thunder Junction Commander,250,normal,uncommon,1,93772,a177ba01-53cd-4223-8f79-9fbeb2b86906,0.11,false,false,near_mint,en,USD
Mirage Mesa,OTJ,Outlaws of Thunder Junction,262,normal,common,1,93337,c3d2e816-c06d-4c5d-98fe-c350d8cfab27,0.11,false,false,near_mint,en,USD
Conduit Pylons,OTJ,Outlaws of Thunder Junction,254,normal,common,1,93183,5ffa48cc-b991-4d47-b7ec-cf678915c758,0.2,false,false,near_mint,en,USD
Map the Frontier,OTJ,Outlaws of Thunder Junction,170,normal,uncommon,1,93057,165f4428-e1a1-477d-bd90-138189e88163,0.14,false,false,near_mint,en,USD
Bovine Intervention,OTJ,Outlaws of Thunder Junction,6,normal,uncommon,1,93095,26c36742-456f-4618-99bc-793ef20b31b0,0.13,false,false,near_mint,en,USD
Requisition Raid,OTJ,Outlaws of Thunder Junction,26,normal,uncommon,1,93053,154e9ba9-0d0e-4b0e-acf2-f66a993cf3a2,0.5,false,false,near_mint,en,USD
Unholy Heat,OTC,Outlaws of Thunder Junction Commander,182,normal,common,1,93617,4e879386-b1f8-4f2a-9820-6e1291746f88,0.16,false,false,near_mint,en,USD
Winding Way,OTC,Outlaws of Thunder Junction Commander,213,normal,common,1,93874,d3340062-3071-4d8e-98f8-fd3343a011ad,0.27,false,false,near_mint,en,USD
Hashep Oasis,OTC,Outlaws of Thunder Junction Commander,299,normal,uncommon,1,93871,d18d5af2-ca2c-4a3a-9b67-e953b24b0718,0.15,false,false,near_mint,en,USD
Shefet Dunes,OTC,Outlaws of Thunder Junction Commander,318,normal,uncommon,1,93848,c9b0a526-73b0-4501-80a3-f16dbef9cdfd,0.19,false,false,near_mint,en,USD
Dunes of the Dead,OTC,Outlaws of Thunder Junction Commander,291,normal,uncommon,1,93855,cd86b0af-9c26-4c3a-8e1e-74a28263bd83,0.17,false,false,near_mint,en,USD
Desert of the Fervent,OTC,Outlaws of Thunder Junction Commander,284,normal,common,1,93934,f3766140-b755-4e4b-9d98-0cc0b889f15a,0.15,false,false,near_mint,en,USD
Bitter Reunion,OTC,Outlaws of Thunder Junction Commander,156,normal,common,1,93620,4ef0b4dc-5a15-4de6-9c27-0e21148c0797,0.67,false,false,near_mint,en,USD
Jungle Shrine,OTC,Outlaws of Thunder Junction Commander,303,normal,uncommon,1,93510,194c6ee7-c220-41a5-bf44-5e1d8d92879b,0.29,false,false,near_mint,en,USD
Desert of the Indomitable,OTC,Outlaws of Thunder Junction Commander,285,normal,common,1,93639,5728f3ec-62bc-4c56-9242-bc2a5fa175ee,0.16,false,false,near_mint,en,USD
Command Tower,OTC,Outlaws of Thunder Junction Commander,280,normal,common,1,93872,d1d019fb-0498-454b-a03b-4f396def718b,0.24,false,false,near_mint,en,USD
Burglar Rat,FDN,Foundations,170,normal,common,1,101608,de1c8758-ce3d-49cf-8173-c0eb46f5e7bc,0.09,false,false,near_mint,en,USD
Apothecary Stomper,FDN,Foundations,99,normal,common,1,101537,680b7b0c-0e1b-46ce-9917-9fc6e05aa148,0.04,false,false,near_mint,en,USD
Soul-Shackled Zombie,FDN,Foundations,70,normal,common,1,101609,deea5690-6eb2-4353-b917-cbbf840e4e71,0.11,false,false,near_mint,en,USD
Abrade,FDN,Foundations,188,normal,uncommon,1,100522,548947dc-a5ca-43b5-9531-bcef20fa4ae5,0.12,false,false,near_mint,en,USD
Heaven // Earth,OTC,Outlaws of Thunder Junction Commander,230,normal,rare,1,93810,b0bd107d-3915-4177-aa02-9106f3abbd86,0.07,false,false,near_mint,en,USD
Skullwinder,OTC,Outlaws of Thunder Junction Commander,207,normal,uncommon,1,93911,e820c022-c3a8-4c98-a60b-1fb105d38937,0.11,false,false,near_mint,en,USD
Krosan Verge,OTC,Outlaws of Thunder Junction Commander,304,normal,uncommon,1,93511,19fc5bec-f877-430c-8e83-e6c5fe97f3c4,0.18,false,false,near_mint,en,USD
Crawling Sensation,OTC,Outlaws of Thunder Junction Commander,189,normal,uncommon,1,93505,172e0282-0a9b-4067-9c45-5bb0a115081f,0.12,false,false,near_mint,en,USD
Perpetual Timepiece,OTC,Outlaws of Thunder Junction Commander,263,normal,uncommon,1,93776,a2d41001-c6c5-4efd-825b-75c42cc88fbb,0.5,false,false,near_mint,en,USD
Satyr Wayfinder,OTC,Outlaws of Thunder Junction Commander,204,normal,common,1,93789,a7313136-91a9-45fb-b5b4-07ba8f22326c,0.08,false,false,near_mint,en,USD
Sol Ring,OTC,Outlaws of Thunder Junction Commander,267,normal,uncommon,1,93682,6c5c9437-3d99-4a7c-8255-9acdcb1acc40,1.39,false,false,near_mint,en,USD
Swiftfoot Boots,OTC,Outlaws of Thunder Junction Commander,268,normal,uncommon,1,93458,04a76643-1703-4fab-8dce-7725490bc2af,1.75,false,false,near_mint,en,USD
Terramorphic Expanse,OTC,Outlaws of Thunder Junction Commander,336,normal,common,1,93765,9c418bac-c1d1-4fbf-aaca-7bc36b3913c4,0.12,false,false,near_mint,en,USD
Evolving Wilds,OTC,Outlaws of Thunder Junction Commander,292,normal,common,1,93712,7e5b3834-2bef-4685-972f-64852dd71aa4,0.08,false,false,near_mint,en,USD
Rumbleweed,OTC,Outlaws of Thunder Junction Commander,32,normal,rare,1,93954,fe1ecd63-075b-4eda-a9f7-d7f282c81d3b,0.31,false,false,near_mint,en,USD
Explore,OTC,Outlaws of Thunder Junction Commander,192,normal,common,1,93576,3976affd-8c2b-499a-a946-b629c2ba59c7,0.25,false,false,near_mint,en,USD
Angel of Indemnity,OTC,Outlaws of Thunder Junction Commander,9,normal,rare,1,93739,8d8b415e-d077-4548-9738-15d8828e49e3,2.76,false,false,near_mint,en,USD
Dune Chanter,OTC,Outlaws of Thunder Junction Commander,31,normal,rare,1,93851,cbed084b-c0bc-4c05-9a89-ce4630f0897c,0.24,false,false,near_mint,en,USD
Embrace the Unknown,OTC,Outlaws of Thunder Junction Commander,28,normal,rare,1,93647,5aea4066-4f67-4a3d-b65d-04f74e1aaa76,0.35,false,false,near_mint,en,USD
Sand Scout,OTC,Outlaws of Thunder Junction Commander,11,normal,rare,1,93906,e63ba7e6-87a9-49ef-bddc-60543edfd726,0.63,false,false,near_mint,en,USD
Decimate,OTC,Outlaws of Thunder Junction Commander,220,normal,rare,1,93861,cf0e68bc-8de8-4ff8-a39a-8da95f71d843,0.15,false,false,near_mint,en,USD
The Mending of Dominaria,OTC,Outlaws of Thunder Junction Commander,197,normal,rare,1,93673,6887f55f-7ac0-49b3-a3ed-6cdbd0ce7fe0,0.23,false,false,near_mint,en,USD
Sunscorched Divide,OTC,Outlaws of Thunder Junction Commander,326,normal,rare,1,93568,36987dd5-b55d-48eb-a08f-77186f0f24bd,0.39,false,false,near_mint,en,USD
Cataclysmic Prospecting,OTC,Outlaws of Thunder Junction Commander,24,normal,rare,1,93497,149829e6-94bd-49a0-be35-51f37bea7ffb,0.13,false,false,near_mint,en,USD
Genesis Hydra,OTC,Outlaws of Thunder Junction Commander,193,normal,rare,1,93632,55502dd7-a92b-41bc-b6b1-8e0347649faf,0.27,false,false,near_mint,en,USD
Escape to the Wilds,OTC,Outlaws of Thunder Junction Commander,223,normal,rare,1,93788,a65916a8-eeb2-4cd8-904c-dae9385e4356,0.52,false,false,near_mint,en,USD
