Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Harmless Offering,FDN,Foundations,625,normal,rare,1,100440,47082081-bf52-4914-bac2-ace398beff56,0.39,false,false,near_mint,en,USD
Hidetsugu's Second Rite,FDN,Foundations,202,normal,uncommon,1,100577,609421da-8d89-4365-b18b-778832d91482,0.07,false,false,near_mint,en,USD
Mountain,FDN,Foundations,288,normal,common,1,100377,3a3afd00-da06-4a9f-8cd1-7133728e0fdd,0.2,false,false,near_mint,en,USD
Mountain,FDN,Foundations,289,normal,common,1,100103,042b04b4-f7f4-4c1a-86ad-b50d788aa99e,0.2,false,false,near_mint,en,USD
Mountain,FDN,Foundations,278,normal,common,8,100284,279df7e2-2a3b-464a-a7df-e91da28e3a8c,0.09,false,false,near_mint,en,USD
Mountain,FDN,Foundations,279,normal,common,8,100229,1edc5050-69bd-416d-b04c-7f82de2a1901,0.13,false,false,near_mint,en,USD
Ashroot Animist,FDN,Foundations,117,normal,rare,1,101233,dece147f-d71a-4c95-9fe5-f5c862ef14ac,0.14,false,false,near_mint,en,USD
Ball Lightning,FDN,Foundations,618,normal,rare,1,100569,5f27dbf0-6818-40ea-832d-10686b4c2900,0.32,false,false,near_mint,en,USD
Bolt Bend,FDN,Foundations,619,normal,uncommon,1,101152,cf01af2c-68e5-4bb5-81de-f3a1b860fb2e,2.72,false,false,near_mint,en,USD
Burst Lightning,FDN,Foundations,192,normal,common,4,100994,aec5d380-d354-4750-931a-6c91853e2edc,0.11,false,false,near_mint,en,USD
Hoarding Dragon,FDN,Foundations,626,normal,uncommon,1,101101,c3a35b3b-0c92-4b40-8210-86a5b5f275eb,0.17,false,false,near_mint,en,USD
Impact Tremors,FDN,Foundations,717,foil,common,1,101159,d0b7cecf-b51b-4d30-b7e9-cd7976271e07,1.93,false,false,near_mint,en,USD
Incinerating Blast,FDN,Foundations,90,foil,common,1,101603,d58e20ab-c5ca-4295-884d-78efdaa83243,0.04,false,false,near_mint,en,USD
Involuntary Employment,FDN,Foundations,203,normal,common,1,101622,f3ad3d62-2f24-4562-b3fa-809213dbc4a4,0.06,false,false,near_mint,en,USD
"Lathliss, Dragon Queen",FDN,Foundations,627,normal,rare,1,100410,409acb8f-cf03-4a56-a8c0-e4c97a01ee10,1.01,false,false,near_mint,en,USD
Mindsparker,FDN,Foundations,628,normal,uncommon,1,100469,4c8b3e58-be07-451e-a5c7-61c70cc3a5a2,0.13,false,false,near_mint,en,USD
Obliterating Bolt,FDN,Foundations,629,normal,uncommon,1,101185,d59e836b-1c7b-43ac-889b-5f94e1638c42,0.23,false,false,near_mint,en,USD
Tranquil Cove,FDN,Foundations,270,normal,common,2,100719,7c9cabca-5bcc-4b97-b2ac-a345ad3ee43c,0.07,false,false,near_mint,en,USD
Rampant Rejuvenator,FIC,Final Fantasy Commander,314,normal,rare,1,106071,9ce2aa8e-b0c4-4e22-84eb-94b9e5ca6f76,0.25,false,false,near_mint,en,USD
Tireless Tracker,FIC,Final Fantasy Commander,316,normal,rare,1,106255,fd5a8a4c-4d66-48a1-bc3e-caaa2dbb64d4,0.21,false,false,near_mint,en,USD
Altered Ego,FIC,Final Fantasy Commander,317,normal,rare,1,106257,fda23b02-c650-4092-a35d-ae330547c425,0.16,false,false,near_mint,en,USD
Endless Detour,FIC,Final Fantasy Commander,324,normal,rare,1,105884,33a37435-bd6c-4330-8138-98a2afa36e54,0.17,false,false,near_mint,en,USD
Fathom Mage,FIC,Final Fantasy Commander,325,normal,rare,1,105923,4bb9c7e1-46a6-4acf-8415-221d9c9d9d23,0.21,false,false,near_mint,en,USD
Walking Ballista,FIC,Final Fantasy Commander,371,normal,rare,1,105933,50507ec0-72ff-4110-a73c-b6f256ac2e35,6.17,false,false,near_mint,en,USD
Brushland,FIC,Final Fantasy Commander,377,normal,rare,1,106150,c2bc3f62-1e3a-4ec3-a83b-f6547d7c7b0d,0.46,false,false,near_mint,en,USD
Canopy Vista,FIC,Final Fantasy Commander,378,normal,rare,1,105952,5d33aeaa-df27-4c41-9926-79e9dc6a9c69,0.19,false,false,near_mint,en,USD
Exotic Orchard,FIC,Final Fantasy Commander,390,normal,rare,1,105912,47c2b572-b54a-444c-8d74-b005e94d751f,0.14,false,false,near_mint,en,USD
Flooded Grove,FIC,Final Fantasy Commander,393,normal,rare,1,106004,7b280a73-9246-4da4-8fc1-a5683edd8aab,0.29,false,false,near_mint,en,USD
Fortified Village,FIC,Final Fantasy Commander,396,normal,rare,1,105825,1028b210-db71-4bbd-8bd7-59dc4032f426,0.14,false,false,near_mint,en,USD
Glacial Fortress,FIC,Final Fantasy Commander,400,normal,rare,1,106188,d75d748f-38c3-4a7f-8211-db62d5314180,0.24,false,false,near_mint,en,USD
Hinterland Harbor,FIC,Final Fantasy Commander,403,normal,rare,1,106081,9f89d20d-bb8b-4da8-97c7-1058c1b60325,0.29,false,false,near_mint,en,USD
Overflowing Basin,FIC,Final Fantasy Commander,410,normal,rare,1,105868,2d0812ef-a3b7-49d0-b1b8-ec0c8891b887,0.19,false,false,near_mint,en,USD
Port Town,FIC,Final Fantasy Commander,412,normal,rare,1,106235,f1ac3b7f-a1db-49df-ba02-fc80cb2f70af,0.16,false,false,near_mint,en,USD
Prairie Stream,FIC,Final Fantasy Commander,413,normal,rare,1,106171,ce3a0ad9-6b7a-470c-8e49-4121fea72c89,0.18,false,false,near_mint,en,USD
Skycloud Expanse,FIC,Final Fantasy Commander,423,normal,rare,1,105812,0972c465-0369-4ac2-9912-2898fad1bdba,0.16,false,false,near_mint,en,USD
Sungrass Prairie,FIC,Final Fantasy Commander,428,normal,rare,1,106016,81e28e36-893f-4b34-aef7-5f2c15dc231c,0.16,false,false,near_mint,en,USD
Sunpetal Grove,FIC,Final Fantasy Commander,432,normal,rare,1,105945,5b0275b1-64bc-4c78-ac1a-9bd31399b946,0.47,false,false,near_mint,en,USD
Temple of Enlightenment,FIC,Final Fantasy Commander,435,normal,rare,1,106252,fc99e7b0-0f2c-4a2b-938b-abd31b71cd4f,0.19,false,false,near_mint,en,USD
Temple of Mystery,FIC,Final Fantasy Commander,436,normal,rare,1,105897,3ede4ff9-b0f6-4075-b7ad-3ec90497d0f6,0.16,false,false,near_mint,en,USD
Temple of Plenty,FIC,Final Fantasy Commander,437,normal,rare,1,105800,04dc78e1-50d8-493a-9c1f-9c1d95343fff,0.16,false,false,near_mint,en,USD
Vineglimmer Snarl,FIC,Final Fantasy Commander,440,normal,rare,1,105888,353758ce-419f-4f6a-93f4-42a746c4a26d,0.25,false,false,near_mint,en,USD
Seeker's Folly,FDN,Foundations,69,normal,uncommon,2,101067,bc359da6-8b7f-45ec-b530-ce159fc35953,0.1,false,false,near_mint,en,USD
Zombify,FDN,Foundations,187,normal,uncommon,2,101225,dc798e6f-13c4-457c-b052-b7b65bc83cfe,0.17,false,false,near_mint,en,USD
Dragon Fodder,FDN,Foundations,535,normal,common,2,101626,f9abe517-f601-4784-8d62-2350bd755146,0.1,false,false,near_mint,en,USD
Crackling Cyclops,FDN,Foundations,83,normal,common,3,101541,6e5b899a-52f7-471b-ad50-4fa6566758fd,0.06,false,false,near_mint,en,USD
Infestation Sage,FDN,Foundations,64,normal,common,2,101601,d40c73de-7a5f-46f2-a70b-449bc8ecfe24,0.24,false,false,near_mint,en,USD
Hero's Downfall,FDN,Foundations,175,normal,uncommon,2,97185,ad2c01d9-8f54-46c0-9dc9-d4d4764ce1c9,0.1,false,false,near_mint,en,USD
Vengeful Bloodwitch,FDN,Foundations,76,normal,uncommon,4,97189,bd0c12dd-f138-45c0-9614-d83a1d8e8399,0.39,false,false,near_mint,en,USD
Ghitu Lavarunner,FDN,Foundations,623,normal,common,2,100794,8940d76d-c09f-4d72-a037-439c70ee8d9d,0.11,false,false,near_mint,en,USD
Heartfire Immolator,FDN,Foundations,201,normal,uncommon,2,100390,3ca38f4d-01f5-4a02-9000-01261a440dbf,0.08,false,false,near_mint,en,USD
Swamp,FDN,Foundations,286,normal,common,2,100653,6f23a73a-522b-40cf-a14b-ffdf47a24c01,0.75,false,false,near_mint,en,USD
Marauding Blight-Priest,FDN,Foundations,178,normal,common,2,101528,5f70dafc-c638-4ec0-ab5b-62998f752720,0.16,false,false,near_mint,en,USD
Strago and Relm,FIC,Final Fantasy Commander,59,normal,rare,1,106105,a8c971d0-9ac4-4b34-ae19-1152c1c9dac1,0.32,false,false,near_mint,en,USD
Lifestream's Blessing,FIC,Final Fantasy Commander,67,normal,rare,1,105916,48b4101b-3428-4b6b-818a-6097a093e9b5,1.31,false,false,near_mint,en,USD
Sphere Grid,FIC,Final Fantasy Commander,70,normal,rare,1,105934,51188b1d-cb45-40f7-a3c2-5652b0679e02,12.7,false,false,near_mint,en,USD
"Tidus, Yuna's Guardian",FIC,Final Fantasy Commander,5,foil,mythic,1,103782,2cfd4494-346c-4cbc-8072-e267254cefcc,1.31,false,false,near_mint,en,USD
"Yuna, Grand Summoner",FIC,Final Fantasy Commander,8,foil,mythic,1,105668,930da933-4263-40ff-96af-4bd9e797249e,2.96,false,false,near_mint,en,USD
"Auron, Venerated Guardian",FIC,Final Fantasy Commander,10,normal,rare,1,106165,cb82d614-13d8-40ec-9213-8e6852d37c9c,0.61,false,false,near_mint,en,USD
Chocobo Knights,FIC,Final Fantasy Commander,12,normal,rare,1,106222,e874e435-7ade-4299-9803-1358c0f07a8f,0.66,false,false,near_mint,en,USD
Gatta and Luzzu,FIC,Final Fantasy Commander,19,normal,rare,1,105911,4742c222-1f29-4e1a-a545-798d175255ca,0.26,false,false,near_mint,en,USD
Lord Jyscal Guado,FIC,Final Fantasy Commander,23,normal,rare,1,105834,134ef3cd-01ac-4d60-a277-df7ab7b8f88c,0.15,false,false,near_mint,en,USD
Protection Magic,FIC,Final Fantasy Commander,24,normal,rare,1,106046,917e9267-010d-450c-ab98-6f861250c437,0.92,false,false,near_mint,en,USD
Summon: Ixion,FIC,Final Fantasy Commander,27,normal,rare,1,106115,acb35dcb-0bee-4deb-88bf-ffa1f110c67b,2.76,false,false,near_mint,en,USD
Summon: Yojimbo,FIC,Final Fantasy Commander,28,normal,rare,1,106169,cdbc2d28-ea35-47c6-af7e-07924e9d5794,5.2,false,false,near_mint,en,USD
Summoner's Sending,FIC,Final Fantasy Commander,29,normal,rare,1,106014,8150be1a-4bac-4c67-9165-9d6fc04a69cc,0.24,false,false,near_mint,en,USD
Blitzball Stadium,FIC,Final Fantasy Commander,34,normal,rare,1,105995,771808d9-d0c8-418b-ab6c-1ae6fc07ca20,0.18,false,false,near_mint,en,USD
"Lulu, Stern Guardian",FIC,Final Fantasy Commander,38,normal,rare,1,106069,9c0b1d5d-2b10-4dde-bb95-8cbf780cca97,3.38,false,false,near_mint,en,USD
"O'aka, Traveling Merchant",FIC,Final Fantasy Commander,39,normal,rare,1,106073,9d860089-fb88-4736-b7f4-b605551bedc8,1.54,false,false,near_mint,en,USD
"Rikku, Resourceful Guardian",FIC,Final Fantasy Commander,41,normal,rare,1,106184,d377cc5f-f6eb-4ed0-a358-af22245f3550,1.86,false,false,near_mint,en,USD
Summon: Valefor,FIC,Final Fantasy Commander,42,normal,rare,1,106204,e0474d99-48e5-4e60-8cd6-537a10bcfea5,0.64,false,false,near_mint,en,USD
Maester Seymour,FIC,Final Fantasy Commander,68,normal,rare,1,106243,f6a4267b-aa76-4dec-bc72-252236c44968,1.01,false,false,near_mint,en,USD
Summon: Magus Sisters,FIC,Final Fantasy Commander,71,normal,rare,1,105991,76a8cae7-e6ea-45eb-be8d-0e6a29b98aa6,0.6,false,false,near_mint,en,USD
"Tromell, Seymour's Butler",FIC,Final Fantasy Commander,73,normal,rare,1,105822,0f4f6de2-1c3d-4f3b-b999-70879f9cbb26,0.81,false,false,near_mint,en,USD
Yuna's Decision,FIC,Final Fantasy Commander,74,normal,rare,1,105932,5044eedb-f7d9-4b65-aa5b-fb494d00facd,0.46,false,false,near_mint,en,USD
Yuna's Whistle,FIC,Final Fantasy Commander,75,normal,rare,1,106038,8e591a23-15c3-4a65-a9d2-d1ce0f83552c,0.18,false,false,near_mint,en,USD
"Kimahri, Valiant Guardian",FIC,Final Fantasy Commander,85,normal,rare,1,105900,42006bd4-f6f0-4638-a50e-46d9d7a54b6e,0.24,false,false,near_mint,en,USD
"Shelinda, Yevon Acolyte",FIC,Final Fantasy Commander,94,normal,rare,1,105983,6f2cec5d-50ea-4d0f-8925-eba06222d015,0.22,false,false,near_mint,en,USD
"Sin, Unending Cataclysm",FIC,Final Fantasy Commander,95,normal,rare,1,106251,fc0474b7-3d32-49b4-80c7-822de6cdbfa6,0.82,false,false,near_mint,en,USD
"Wakka, Devoted Guardian",FIC,Final Fantasy Commander,97,normal,rare,1,106079,9f7fcef4-99fc-4df2-b0f5-4398f71b2fcf,0.31,false,false,near_mint,en,USD
Collective Effort,FIC,Final Fantasy Commander,237,normal,rare,1,106119,af2dcc4d-f4bf-49e4-9103-9b4bc9545ae4,0.21,false,false,near_mint,en,USD
Damning Verdict,FIC,Final Fantasy Commander,239,normal,rare,1,106033,8d82e20d-09c0-4b16-9b25-4790924aa0b6,3.68,false,false,near_mint,en,USD
Farewell,FIC,Final Fantasy Commander,242,normal,rare,1,105928,4d8b6418-da30-4c68-b87c-3936eb77620c,3.73,false,false,near_mint,en,USD
Luminous Broodmoth,FIC,Final Fantasy Commander,246,normal,mythic,1,106219,e6fc5c0b-0b64-491d-b312-b9b2133225d9,0.94,false,false,near_mint,en,USD
Promise of Loyalty,FIC,Final Fantasy Commander,249,normal,rare,1,105864,2c6e2b9e-2efb-42f1-9898-77918a7bb1b2,0.18,false,false,near_mint,en,USD
Resourceful Defense,FIC,Final Fantasy Commander,251,normal,rare,1,106260,fe1d5e11-0c74-4de0-a8be-428af44be684,1.22,false,false,near_mint,en,USD
Scholar of New Horizons,FIC,Final Fantasy Commander,252,normal,rare,1,106062,99e1d96f-c326-49b2-9a24-6e3e5465047e,0.41,false,false,near_mint,en,USD
Sunscorch Regent,FIC,Final Fantasy Commander,255,normal,rare,1,105858,25774e8c-bbc1-4a53-926c-7c01c2ac908f,0.26,false,false,near_mint,en,USD
Together Forever,FIC,Final Fantasy Commander,257,normal,rare,1,106019,834c5cf1-69a7-462c-822e-47a43a86f9a9,0.18,false,false,near_mint,en,USD
Everflowing Chalice,FIC,Final Fantasy Commander,343,normal,uncommon,1,105953,5d659b0c-dc93-464f-847f-2af075caf145,0.25,false,false,near_mint,en,USD
Chasm Skulker,FIC,Final Fantasy Commander,262,normal,rare,1,106024,886ce333-44d7-458e-a3bb-a58d1d7fc69b,0.26,false,false,near_mint,en,USD
Inexorable Tide,FIC,Final Fantasy Commander,265,normal,rare,1,106107,a992fad9-1dd1-47fe-b315-a62f7875f3be,1.01,false,false,near_mint,en,USD
Pull from Tomorrow,FIC,Final Fantasy Commander,269,normal,rare,1,105880,31d56cda-ee00-4037-a2e3-e17286750b0b,0.21,false,false,near_mint,en,USD
Bane of Progress,FIC,Final Fantasy Commander,299,normal,rare,1,105956,5fc6876d-7441-42ac-b9a1-c10a0f6a387a,1.1,false,false,near_mint,en,USD
Fight Rigging,FIC,Final Fantasy Commander,303,normal,rare,1,106232,ed314c9c-ce86-4782-981f-7956ceca564c,0.2,false,false,near_mint,en,USD
Forgotten Ancient,FIC,Final Fantasy Commander,304,normal,rare,1,106197,de0f3be6-4e5b-4186-af49-fe3dadadcd01,0.42,false,false,near_mint,en,USD
Generous Patron,FIC,Final Fantasy Commander,305,normal,rare,1,106040,8f4a43b9-6ee8-4b89-b204-83093fba8de4,0.17,false,false,near_mint,en,USD
Gyre Sage,FIC,Final Fantasy Commander,306,normal,rare,1,105856,236c4e0d-1a54-4024-85ef-4d73028bfb87,0.84,false,false,near_mint,en,USD
Hardened Scales,FIC,Final Fantasy Commander,307,normal,rare,1,105831,1219d294-22b3-45de-91d9-8d80e27c2fd6,1.01,false,false,near_mint,en,USD
Incubation Druid,FIC,Final Fantasy Commander,309,normal,rare,1,105885,348d4546-3da5-4f78-82f3-9a79d2f9b0d1,0.6,false,false,near_mint,en,USD
Path of Discovery,FIC,Final Fantasy Commander,312,normal,rare,1,106117,ad09a5c2-3081-4d5d-9c0f-037e045e9045,0.17,false,false,near_mint,en,USD
Sol Ring,FIC,Final Fantasy Commander,358,normal,uncommon,1,106065,9a34ac23-e318-4c0b-ab4c-e1eaa0e2547e,1.4,false,false,near_mint,en,USD
Destroy Evil,FIC,Final Fantasy Commander,240,normal,common,1,105974,694e5322-b7c9-4f38-97ce-0b03a391a453,0.24,false,false,near_mint,en,USD
Plains,FIN,Final Fantasy,294,normal,common,5,105678,9dd2d666-7c6b-48ce-93dc-c004ebdd1fe9,0.15,false,false,near_mint,en,USD
Plains,FIN,Final Fantasy,295,normal,common,5,105742,e623b058-76d2-476b-9ee6-82807f7992c3,0.19,false,false,near_mint,en,USD
Plains,FIN,Final Fantasy,296,normal,common,5,105750,ee86ac2f-f398-4422-8721-8ac859fbf5bc,0.19,false,false,near_mint,en,USD
Island,FIN,Final Fantasy,297,normal,common,4,105700,b92ec9f6-a56d-40c6-aee2-7d5e1524c985,0.15,false,false,near_mint,en,USD
Island,FIN,Final Fantasy,298,normal,common,4,105751,eeecf096-87dd-4dcb-953f-700445bf3f3a,0.22,false,false,near_mint,en,USD
Island,FIN,Final Fantasy,299,normal,common,4,105587,347e00db-abcf-4053-aa27-4a5b42e1da55,0.16,false,false,near_mint,en,USD
Forest,FIN,Final Fantasy,306,normal,common,1,105707,be72862d-d71e-4b18-98a6-59019399f631,0.31,false,false,near_mint,en,USD
Forest,FIN,Final Fantasy,307,normal,common,1,105595,3d08f6a6-316d-45d8-aabe-1760a20903ac,0.21,false,false,near_mint,en,USD
Forest,FIN,Final Fantasy,308,normal,common,1,105710,c52038c8-5bba-4d8e-845f-30af44300acc,0.21,false,false,near_mint,en,USD
Grateful Apparition,FIC,Final Fantasy Commander,244,normal,uncommon,1,105989,755e0d2b-9a5e-4a13-b085-13c33e120de0,0.17,false,false,near_mint,en,USD
Path to Exile,FIC,Final Fantasy Commander,248,normal,uncommon,1,106138,bba46570-dca2-4849-966a-0972e6a4c506,1.36,false,false,near_mint,en,USD
An Offer You Can't Refuse,FIC,Final Fantasy Commander,267,normal,uncommon,1,106259,fe1023a2-c096-4c62-8627-e865b348ba02,1.42,false,false,near_mint,en,USD
Duskshell Crawler,FIC,Final Fantasy Commander,301,normal,common,1,105867,2ce4ebd2-c3e6-4299-bdb7-8e5eb1834168,0.16,false,false,near_mint,en,USD
Farseek,FIC,Final Fantasy Commander,302,normal,common,1,106247,f9b52ee8-3cde-4082-8a6c-0a82caa3505d,0.69,false,false,near_mint,en,USD
Inspiring Call,FIC,Final Fantasy Commander,310,normal,uncommon,1,106144,be938240-214d-4726-ba2a-aaedc5bbe7ba,0.22,false,false,near_mint,en,USD
Three Visits,FIC,Final Fantasy Commander,315,normal,uncommon,1,105949,5bcf7495-a8af-4c7f-a27d-be27748f64e0,5.44,false,false,near_mint,en,USD
Bred for the Hunt,FIC,Final Fantasy Commander,321,normal,uncommon,1,106083,a06fe501-0e25-46ee-8ed8-055f3bf636cd,0.17,false,false,near_mint,en,USD
Arcane Signet,FIC,Final Fantasy Commander,334,normal,common,1,106075,9df4b5a2-95bf-4268-9d75-6065176651d1,0.42,false,false,near_mint,en,USD
Ash Barrens,FIC,Final Fantasy Commander,374,normal,common,1,105997,77df073b-49dc-4743-82a3-d595bc938761,0.14,false,false,near_mint,en,USD
Evolving Wilds,FIC,Final Fantasy Commander,389,normal,common,1,105887,351f791c-4bee-4fce-aee4-d0214ca0c945,0.14,false,false,near_mint,en,USD
Forge of Heroes,FIC,Final Fantasy Commander,395,normal,common,1,106002,7ac60dfc-040e-4cc1-a967-3c915770fc8e,0.14,false,false,near_mint,en,USD
Idyllic Beachfront,FIC,Final Fantasy Commander,404,normal,common,1,106122,afe2ebec-0310-4b2f-ace4-fb293a1e4837,0.13,false,false,near_mint,en,USD
Nesting Grounds,FIC,Final Fantasy Commander,408,normal,uncommon,1,106223,e99933e3-9237-45e8-b067-44367fc21430,0.15,false,false,near_mint,en,USD
Path of Ancestry,FIC,Final Fantasy Commander,411,normal,common,1,105929,4dd83a5d-1908-4141-8449-fac5e77cd6c0,0.15,false,false,near_mint,en,USD
Radiant Grove,FIC,Final Fantasy Commander,414,normal,common,1,106057,977bf5a1-81f2-4c5b-a227-347bf8e19554,0.12,false,false,near_mint,en,USD
Seaside Citadel,FIC,Final Fantasy Commander,420,normal,uncommon,1,106099,a4fa7ef6-4a14-4820-b646-8945ff3b4786,0.23,false,false,near_mint,en,USD
Tangled Islet,FIC,Final Fantasy Commander,434,normal,common,1,106201,defd23e2-9459-45b1-ba18-3661b220fac6,0.17,false,false,near_mint,en,USD
Temple of the False God,FIC,Final Fantasy Commander,438,normal,uncommon,1,106236,f1cb4775-8e14-4c83-a417-40d1432ac90a,0.14,false,false,near_mint,en,USD
Command Tower,FIC,Final Fantasy Commander,486,normal,common,1,105959,605b2218-0eab-4c9d-a5d8-7fab342137a0,0.29,false,false,near_mint,en,USD
"Aurelia, the Warleader",FDN,Foundations,651,normal,mythic,1,101070,bc6ffc1c-575b-4116-83c9-d13b29886c35,9.73,false,false,near_mint,en,USD
"Ayli, Eternal Pilgrim",FDN,Foundations,652,normal,rare,1,100121,06969031-2c13-4b5a-bb4e-86eed025e614,0.39,false,false,near_mint,en,USD
Boros Charm,FDN,Foundations,721,foil,uncommon,1,101242,e0d8c9f6-cbbd-4694-b100-01cfb81036cc,5.14,false,false,near_mint,en,USD
Cloudblazer,FDN,Foundations,653,normal,uncommon,1,100959,a9c966ab-0d92-4fa7-8a91-1f77089d8fc7,0.08,false,false,near_mint,en,USD
Deadly Brew,FDN,Foundations,654,normal,uncommon,1,100474,4cd4d5a4-4342-49fb-b1e4-7d08e6cf5376,0.17,false,false,near_mint,en,USD
Dreadwing Scavenger,FDN,Foundations,118,normal,uncommon,1,101252,e24d838b-ab48-410a-9a50-dbfea5da089b,0.11,false,false,near_mint,en,USD
Dryad Militant,FDN,Foundations,656,normal,uncommon,1,100819,8fb36712-26e9-4ec7-8946-626bb7094c15,0.08,false,false,near_mint,en,USD
Empyrean Eagle,FDN,Foundations,239,normal,uncommon,1,100533,577e99a7-4a55-4314-8f08-2ae0c33b85c7,0.16,false,false,near_mint,en,USD
Enigma Drake,FDN,Foundations,657,normal,uncommon,1,100173,13ce1338-5a46-4d96-a991-d5fa8d4330ae,0.12,false,false,near_mint,en,USD
Fiendish Panda,FDN,Foundations,120,normal,uncommon,1,100483,4e434d74-cad0-45f5-bc8d-f34aa5e1d879,0.11,false,false,near_mint,en,USD
Consuming Aberration,FDN,Foundations,238,normal,rare,2,101066,bc2b28fd-66b0-457c-80ea-7caed2cc7926,0.2,false,false,near_mint,en,USD
"Garna, Bloodfist of Keld",FDN,Foundations,658,normal,uncommon,1,100559,5d7fcd03-fffe-467a-88a5-e583e32afd7a,0.2,false,false,near_mint,en,USD
"Halana and Alena, Partners",FDN,Foundations,659,normal,rare,1,101034,b649f459-c9dc-495d-8703-b685996bb80c,0.94,false,false,near_mint,en,USD
Heroic Reinforcements,FDN,Foundations,241,normal,uncommon,1,100631,6a05e8d5-c2ad-489a-888d-22622886b620,0.07,false,false,near_mint,en,USD
Immersturm Predator,FDN,Foundations,660,normal,rare,1,100510,52dfc234-e87a-4594-8dcf-0a2f95eedc97,0.22,false,false,near_mint,en,USD
Maelstrom Pulse,FDN,Foundations,661,normal,rare,1,100085,019e8d47-a086-4e9f-8130-8c3b2dc50179,0.28,false,false,near_mint,en,USD
Mortify,FDN,Foundations,662,normal,uncommon,1,100793,88e85619-3a7d-48c2-b9b0-20718c913696,0.26,false,false,near_mint,en,USD
"Ovika, Enigma Goliath",FDN,Foundations,663,normal,rare,1,100521,54819d7a-eec6-49e6-a0bb-d9d07d42b4a6,0.23,false,false,near_mint,en,USD
Perforating Artist,FDN,Foundations,124,normal,uncommon,1,100674,72980409-53f0-43c1-965e-06f22e7bb608,0.13,false,false,near_mint,en,USD
"Ruby, Daring Tracker",FDN,Foundations,245,normal,uncommon,1,101405,fe3e7dd2-b66d-4218-9fde-f84bec26b7bf,0.09,false,false,near_mint,en,USD
Savage Ventmaw,FDN,Foundations,665,normal,uncommon,1,100489,50027d69-8bb0-444c-8e9b-4c9afd91cbda,0.86,false,false,near_mint,en,USD
Teach by Example,FDN,Foundations,666,normal,uncommon,1,100498,516baae5-f7bf-4a90-a80d-192ff19dbae5,0.13,false,false,near_mint,en,USD
"Nicol Bolas, Planeswalker",PMEI,Media and Collaboration Promos,2025-10,foil,mythic,1,105117,bc05da83-c3ec-4a60-a205-3c0f537d55b0,0.36,false,false,near_mint,en,USD
Unflinching Courage,FDN,Foundations,722,foil,uncommon,1,100913,a1201875-b3d8-4f95-801e-bf18ee77919b,0.13,false,false,near_mint,en,USD
Wardens of the Cycle,FDN,Foundations,125,normal,uncommon,1,100761,83ea9b2c-5723-4eff-88ac-6669975939e3,0.09,false,false,near_mint,en,USD
Cryptic Caves,FDN,Foundations,686,normal,uncommon,1,100943,a7976098-b560-458a-ad3c-18f7873add21,0.11,false,false,near_mint,en,USD
Demolition Field,FDN,Foundations,687,normal,uncommon,1,100150,0c7e51b6-4898-4632-b39c-3ce438caa882,0.55,false,false,near_mint,en,USD
Dimir Guildgate,FDN,Foundations,688,normal,common,1,101376,f9b8a159-5e58-4432-8ecd-62f39afa96da,0.14,false,false,near_mint,en,USD
Golgari Guildgate,FDN,Foundations,689,normal,common,1,100836,92d4646c-a375-4835-aa58-8bb77d1a5abf,0.14,false,false,near_mint,en,USD
Gruul Guildgate,FDN,Foundations,690,normal,common,1,100381,3ab6c240-c97d-4a5c-bc39-860c2d9901c2,0.13,false,false,near_mint,en,USD
Izzet Guildgate,FDN,Foundations,691,normal,common,1,101219,db9e6fc9-813d-4a71-8a68-8e0f83fa945d,0.14,false,false,near_mint,en,USD
Jungle Hollow,FDN,Foundations,263,normal,common,3,101224,dc758e14-d370-45e4-bbc5-938fb4d21127,0.08,false,false,near_mint,en,USD
Orzhov Guildgate,FDN,Foundations,692,normal,common,1,100952,a917be03-0c17-4454-b044-c4375e5c8085,0.15,false,false,near_mint,en,USD
Rakdos Guildgate,FDN,Foundations,693,normal,common,1,101249,e1f01964-c610-4d0f-a2b4-f52e46dc50d2,0.15,false,false,near_mint,en,USD
Selesnya Guildgate,FDN,Foundations,694,normal,common,1,100619,6718d4e7-768e-473f-8064-a68422e977f6,0.13,false,false,near_mint,en,USD
Swiftwater Cliffs,FDN,Foundations,268,normal,common,2,101389,fb88667d-7088-4889-960f-317486ebe856,0.09,false,false,near_mint,en,USD
Temple of Abandon,FDN,Foundations,696,normal,rare,1,100803,8a990a92-8d0f-489f-ae97-68c90fc5ccf1,0.2,false,false,near_mint,en,USD
Temple of Deceit,FDN,Foundations,697,normal,rare,1,101244,e18748ce-e52e-4cd1-89d4-cd2578a0d574,0.33,false,false,near_mint,en,USD
Temple of Enlightenment,FDN,Foundations,698,normal,rare,1,100088,01f23c1a-a0fe-4520-88ed-045aa4044567,0.16,false,false,near_mint,en,USD
Temple of Epiphany,FDN,Foundations,699,normal,rare,1,100258,224e8255-7bc6-44a2-86af-14f8446f4f77,0.17,false,false,near_mint,en,USD
Temple of Malady,FDN,Foundations,700,normal,rare,1,100167,10e7d0d5-2329-42a6-b6ff-a5197ba5f1d0,0.19,false,false,near_mint,en,USD
Temple of Malice,FDN,Foundations,701,normal,rare,1,101199,d78eccc4-1500-43f1-94f5-b39c160b6381,0.22,false,false,near_mint,en,USD
